Country,Notes,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,year,value
Burkina Faso,†,...,...,...,...,...,...,...,...,...,...,...,1.268378229572381,1.6431542037021938,4.901760715714204,5.281287752636563,5.358593134634143,3.5093303299994694,3.9075537899201396,3.695106930459632,3.760628521802355,4.023680475148195,4.185916940120042,4.343468092215169,4.9478629358642685,6.079259182821943,6.269084564092977,18.062366725303647,19.531282695124503,22.903777271247147,32.37228347573298,32.03241789753763,35.36065884134798,33.91589476357133,32.86610713133662,29.317755979279184,26.968328691381533,27.106616836908447,51.18017013854799,50.71255785477329,1988,57.186887271359886
Burundi,‡,...,...,...,...,...,...,...,...,...,...,...,...,0.38,8.42,1.012,1.162,2.1534814814814816,2.286857142857143,2.376,2.5908571428571427,3.337142857142857,...,2.6285714285714286,3.6,5.923067599195763,7.682539682539683,8.533333333333333,9.971014492753623,13.955555555555556,17.03333333333333,20,27.763333333333332,29.995555555555555,36.66555555555555,34.3696442000553,29.938434035870316,32.22029811667812,34.60773751653222,30.784856430675603,1988,34.25549342925318
Cameroon,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,20.339866065129538,21.501256555150423,24.894059390226484,31.636823710456774,34.62537130512453,46.77037790521341,48.47039129525006,55.16729078476066,71.43616832701102,88.35475409219545,99.86747444149943,120.24759780812641,131.61658642873226,129.8987576955173,127.2436418228796,116.1902938813123,145.41186118634965,163.12800087842763,1988,154.37068571889017
Cape Verde,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3.687650142145364,3.3940219378228282,4.454431910202644,4.967860701185939,1988,5.078572171922157
Central African Republic,14,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1988,...
Chad,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,39.36325990773253,40.04970740828045,37.839750880887145,48.800771571962365,34.27198647753854,1988,77.89207918132739
"Congo, DR",§15,...,...,...,...,...,...,...,...,...,...,...,...,...,...,58.21782178217822,49.81818181818182,78.9090909090909,78.36363636363636,45.907648681127725,50.47904191616767,72.45508982035929,102.39520958083834,101.79640718562875,94.0119760479042,102.39520958083834,189.22155688622755,173.65269461077844,120.79535600549826,161.47110332749563,214.95189599055504,190.94470762025614,152.1836749785389,71.67158396254185,147.16242661448143,78.9197997904784,53.403541410584374,40.37134416721318,67.43631294475256,28.297227672553024,1988,214.939929101904
"Congo, Republic",§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,13.100436681222707,13.749473408968754,12.744615677623122,19.42671015617639,24.137429633784095,33.49306854927139,34.33772755806654,36.633018560729404,37.960435352926574,52.56626018935512,57.416698220371075,63.53526097500838,72.4271620116492,...,49.42362749652712,55.646692471892855,...,100.5134143216975,1988,...
Cote d'Ivoire,18,...,...,...,...,...,...,...,...,...,...,...,...,...,8.766845976148302,8.064779442975153,11.190603484513952,12.902909887742235,13.269401411603807,14.711322311697918,15.30507139539111,16.156269594285295,17.72773812151098,23.968971077441566,31.74250480105385,28.713844110745704,41.12918302486446,45.88615716265463,52.46285833856455,51.44903940084663,86.764810153508,102.7350250561766,118.47311624384703,92.00275272236146,86.42568912314444,76.25188287593227,70.1647988245983,69.5650431929627,96.55911246123371,122.78022340011381,1988,128.10225349842872
Djibouti,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0.045014376466483985,0.045014376466483985,1.817455449834291,5.351084002453283,29.608206120829838,30.902369444241256,31.133068123631983,31.391900788314267,30.6041492001508,30.817967488366598,1988,31.05991976187395
Equatorial Guinea,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1988,...
Eritrea,§‖19,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1988,...
Ethiopia,§,...,...,...,...,...,...,...,...,15.073637435750886,16.20063836552665,15.194387535369717,15.33526265159169,18.55526530809388,20.185391652948116,27.289522513856074,36.14,42.9,43.42,37,34.66,34.42,34.54,36.134238092946404,41.04347826086957,48.43359142346635,74.7584541062802,125.07246376811595,128.0434782608696,135.04830917874395,178.21256038647346,276.32850241545896,359.3236714975846,366.9806763285024,387.36714975845416,408.4057971014493,423.01932367149766,429.44444444444446,439.2028985507247,476.6183574879227,1988,614.8550724637681
Gabon,§20,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3.0081178531794586,2.989113970068467,4.350652597889683,4.638155157505526,5.498336698673716,6.673861634421572,9.421730098838436,10.494173365738144,16.84452179755778,20.117179326218878,28.927873656789316,...,56.88175176991566,68.62930708065127,88.322642613467,88.55589977054588,86.59917179701155,80.32827028746536,95.48972428176815,136.00688408517325,...,1988,...
"Gambia, The",‡§21,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0.7276668801661507,0.8468050200052455,1.2442634191691042,1.0469359434048089,1.3923442270722606,1988,2.161462758741999
Ghana,‖22,...,...,...,...,...,...,...,...,...,9.994172983936487,11.710061127639666,20.821777351957373,27.454210299250892,27.944464054594658,31.096095338947443,33.30223723799439,35.57841538780473,47.344505516055115,0,44.271216355346375,49.02681766926509,46.91866450948669,41.13933229558441,30.202525756563887,41.0522428437696,64.12152638813969,78.82510570916493,88.9610050635995,121.71779568114984,101.35422635493552,66.36298808085806,120.61036485090158,195.5597921790636,...,71.14828735341743,44.624487026924825,63.16277665921915,51.6509227625224,43.33847485535402,1988,22.760424650286545
Guinea,23,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10.492201741948552,13.895077982580515,...,14.17865100263318,14.70528661130241,15.069880494227265,26.327764415263605,31.711404230239747,36.058910702304004,...,...,...,...,85.22828098461225,71.02109174648035,60.30924302410788,52.510728896654115,52.26683358669409,...,...,...,...,...,1988,...
Guinea-Bissau,‖24,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9.407751857093478,18.06475519940711,6.465128712009599,4.652567482634496,6.128820138281505,3.883662223710572,1988,...
Kenya,†,...,...,...,...,...,...,...,...,...,...,...,2.5899989640004146,0.8959996416001434,0.6719997312001075,1.861999255200298,5.87999764800094,9.897996040801585,13.047994780802087,15.987993604802558,16.36599345360262,15.749993700002522,17.023993190402724,22.077991168803532,29.73598810560476,37.31991715548161,46.7636839663565,54.09093323201497,75.91004811679977,147.76670500787768,239.47586999215977,291.02472004505495,271.6911561563787,241.17159436308376,243.7215604771889,208.69173271231642,175.00468297962382,145.78173209754078,181.25566231349032,249.81008234829378,1988,250.94240749192824
Lesotho,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2.291375572843893,2.7801256950314235,4.013501003375251,5.370993428920587,11.639193974582515,12.392766954444758,14.965648081634157,14.069652634413426,12.28580337291904,10.667797385884855,13.369627532242465,18.11122625894511,1988,16.956458629319936
Liberia,25,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2.7,2.8,3.05,3.05,3.05,3.55,4.05,4.05,3.75,4.55,5.5,6.4,7.75,8.9,9.4,12.75,26.35,43.35,38.75,24.95,25.15,24.35,22.25,1988,25
Madagascar,‖26,...,...,...,...,...,...,...,...,...,...,...,1.6041935888970358,8.48278125037978,9.179552203133037,8.95674753800845,9.455019789105258,10.710827901625661,11.342782951797222,12.112471794954892,13.044200394566806,13.014516191136266,12.134982778767021,12.755677358943318,16.129256248846847,20.346496118014166,25.88246535675634,30.189630072044494,33.04045415453893,43.959890670123755,52.181427400234874,81.89130363245754,90.40200493661212,86.48274669203495,...,...,55.059872191729745,50.869844145062075,50.56628323032794,36.662411208222856,1988,32.904438545808596
Malawi,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1.7710017710017711,1.8480018480018483,2.133370891707608,1.881000752400301,1.9590007836003134,2.055000822000329,2.343860949772173,2.697870896429204,4.71155747489814,5.304902621602633,9.362342026757489,9.205803654063315,13.625117395849946,25.570521899389036,43.0296812987986,53.13411222318543,38.50668882686119,26.977480080719275,22.21730395995778,18.839590202210303,19.811238438717933,24.743830162218508,21.643561487544936,1988,20.167493069925428
Mali,¶,...,...,...,...,...,...,...,...,...,...,...,...,3.9223680991600753,4.342608993771784,4.375224475136318,5.174939904581945,4.647822378917902,4.636149756998999,5.081280157397734,5.251146163633794,5.673928012278765,6.1504397564425854,6.3234358388630465,8.332407510276637,10.974072296075626,11.632496209052574,19.130897332406338,21.761874869219504,26.050146532074244,31.02066862835466,36.197478399037244,38.33775085195002,31.64894693649234,29.51863325684863,26.767016737258114,25.402957270395028,29.82662716493457,37.53905505535567,44.25411846128763,1988,48.01106604711127
Mauritania,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,41.0585717065577,42.46050420168067,43.72055123087565,1988,42.98386410986861
Mauritius,†,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0.3024003024003024,0.315000315000315,0.3160503160503161,0.3171003171003171,0.3127563151920863,0.2709002709002709,0.3366003366003366,0.414000414000414,0.4739543837134691,0.5432206993310893,0.6431139947117656,0.789047321798046,1.0868122386672863,1.3170655778924558,1.422666713079907,1.752316546248988,2.480933274784365,5.537271498082451,5.332041259816439,2.828236376178432,2.9343424851787936,2.6231313812018575,2.3636069289299013,2.896096952414899,3.649578357223836,1988,4.6883023136399835
Mozambique,‖27,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,39.1354679154937,76.33333333333334,78,92.28338096678416,99.29419086550023,102.99261047877002,116.31697745083156,136.65450912757876,148.2143642877489,170.6699910212744,83.58241811158769,1988,63.852700397411574
Namibia,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1988,...
Niger,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7.330399929075698,8.181627955639255,11.010257245197003,14.77470131527635,17.48291196961292,17.039000378644452,13.984418413798942,12.781263884408684,12.354815176373647,10.632625178221199,10.877815444405615,14.412109521636935,13.662211308424588,1988,...
Nigeria,§28,...,...,...,...,...,...,...,...,...,...,...,23.37999064800374,28.279988688004526,38.63998454400618,45.49998180000728,54.3199782720087,65.93997362401056,55.71997771200891,239.9599040160384,369.0398523840591,684.4597262161095,662.339735064106,639.2595418990651,904.0956383617446,1020.2235919105632,1351.1412351931358,3028.5847974498865,2644.426038260392,3138.1989480394786,3022.6422697679104,3070.8253381169425,3029.9150848328677,2135.475014084325,1651.9145132383317,1627.393326983338,1210.916249525457,1091.6629931056398,516.8935093358867,201.691218214958,1988,271.10604654648364
Rwanda,29,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9.365839708300564,7.786746398360911,9.319735189477804,10.297663285995695,16.062942551787614,14.393007322777716,19.63301715178214,23.552267559336727,28.68278333140202,28.175370728562218,28.024671701325474,25.460676623467318,27.25072843103363,34.889469111517286,36.093359476268745,1988,36.626347162831586
Senegal,§30,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,94.39080113951542,96.50227186671715,86.84323834969142,73.07231152200508,70.61768827447214,65.13684412882732,64.96640052708547,85.47642836104485,99.87123049740964,1988,105.28860358303564
Seychelles,†,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7.246651052025909,9.762352289781587,11.321408354627938,1988,12.148072747266221
Sierra Leone,31,...,...,...,...,...,...,...,...,...,...,2.239999104000358,1.9599992160003137,1.930599227760309,1.9837992064803176,2.155999137600345,2.3533990586403766,2.5059989976004013,2.5395989841604063,2.883153573494871,2.6580010632004254,3.2976013190405276,3.9864015945606375,3.770637409826043,4.23461066807196,5.022404825428557,6.779970097993947,6.526389844494935,6.020631896768628,7.064980375054513,8.118123471882642,10.785547366528851,15.907791960373403,15.788111465792428,14.128284826222098,10.2369346480457,9.92051634494711,6.28170296967508,7.227148725150852,4.585444664757289,1988,9.011475021606012
Somalia,32,...,...,...,...,...,...,...,...,...,...,...,...,3.16,3.7,4.48,5.42,5.17,6.5,7.53,8.34,9,11.2,11.4,13.2,16.1,21.4,23.1,26.3,31.7,81.4,87.7,95.5,134,83.9,83.9,89.2,44.3,34.9,28.5,1988,49.5
South Africa,,...,...,64.74997410001036,74.54997018001193,65.79997368001052,62.99997480001009,67.19997312001075,76.99996920001233,81.89996724001311,63.699974520010194,60.54997578000969,69.99997200001121,113.7499545000182,186.19992552002978,188.99992440003027,271.59989136004344,289.44988422004633,324.44987022005193,373.0998507600597,399.699840120064,425.59982976006813,417.89983284006684,485.8665272218082,492.38654620433067,752.9263256186605,1102.318400770004,1431.695127030404,1677.2754193188548,2073.7380184345043,2067.9880169970043,2160.86733972825,2661.6711648438563,3011.979548279984,2744.6998581717044,3052.68826855758,2770.1521067187246,2117.4063454885645,2497.8884303488358,3595.968625216721,1988,4263.086823226169
South Sudan,33,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1988,...
Sudan,§‖34,...,0.04795515762027555,0.03847898874920314,0.049390940782559255,0.05513407343169405,0.0835625800449113,0.0778194473957765,0.09648462850546459,14.101091326823665,14.359563469270535,16.59965537047674,18.667432510051693,20.50545663411832,24.842044801838025,28.144744399770246,41.87248707639287,56.375646180356114,50.31591039632395,52.268811028144746,57.72544514646754,87.01895462377944,108.27110855829983,109.99425617461229,107.98391728891441,113.1533601378518,111.43021252153935,119.47156806433085,179.20735209649627,216.53848583884255,175.91640791411888,239.9998135923778,228,203.9874171972129,172.21463824425078,230.76923076923077,355.3846153846154,205.29335682849975,260,310.3333333333333,1988,369.33333333333337
Eswatini,‡35,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5.390626347656587,8.259877064969265,10.183559476263902,13.135761887029881,12.379584296982234,11.074579580409276,11.735930347365587,9.116913399490267,6.646662947834381,7.341260289799259,8.349582275310286,1988,8.720150254896698
Tanzania,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,14.629994148002341,16.239993504002598,20.089991964003218,29.539988184004727,42.559982976006815,53.68967786193283,77.9160102444597,120.04473821417159,138.32347603230173,136.68752991904995,190.72987655035882,421.6777640186462,375.45852187395786,232.2917213133754,331.01909697700614,366.7618627990679,332.9504253867969,293.0252023907613,345.97620233169073,260.70401859440943,161.60808211589094,1988,124.83369774634639
Togo,,...,...,...,...,...,...,...,...,...,...,...,...,0.3269999184538857,0.7142449002914119,1.134619779932739,3.3833006158504983,3.362428130139026,2.8899616571284366,3.1056784322014948,3.288025367075314,3.4351306542135167,3.6504668907356286,4.183674951698892,5.126414525370198,6.873376434009753,8.097048254086953,11.114584742876076,14.233103159656832,21.10875936177141,22.7337185804942,22.498848262050938,24.763347216963272,22.52595397654298,18.54196210659574,16.398734077561368,15.692619639918803,18.87980982186381,30.011030706947036,43.41229199732479,1988,43.08909242298085
Uganda,,...,...,...,...,...,...,...,...,...,...,...,...,0.1399972000559989,0.7279854402911943,2.7299454010919786,5.4878902421951565,10.737785244295114,14.265714685706287,16.841663166736666,19.942601147977044,22.86154276914462,26.62746745065099,52.68794624107518,64.94470110597788,64.8726402666116,80.15751231440802,86.56789617780844,101.07462101553682,131.91669693667515,151.69985276000656,206.80678299520366,398.813536470271,108.14687836522997,87.48844988713054,93.72359646956363,75.21503911571244,104.81830897889944,131.07142857142856,130.97174922329623,1988,140.9041230119846
Zambia,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,81.62409896370485,53.190811685416165,61.6297209329199,66.9154900430381,1988,86.74065632553513
Zimbabwe,§‖36,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,12.65,15.6,16.95,19,30.6,42.35,45.95,49.85,58.45,86.9,118.55,148.6,199.8,285.35,347.75,441.15,442.75,389.7,437.45,431.75,360.65,309.3,342.2,392.6,1988,407.05
Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,
Central America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,
Belize,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0.695125,1.12825,1.682,2.07925,2.576875,2.89975,3.256125,3.263,...,...,1988,...
Costa Rica,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,0
Cuba,§38,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,0,0,0,0,0,0,0,0,0,1988,0
Dominican Republic,,...,...,...,...,...,...,...,...,...,39.6,...,38.3,36.3,38,39,42.5,40.2,37.2,35.8,37.3,35.6,35.9,36.6,39.5,42,57.6,65.9,76.2,86.5,103,120,105,125,126,126,139,61.042019398511215,82.29092424070268,59.327500286103685,1988,47.29636876443758
El Salvador,39,...,...,...,...,4.43223484686075,...,...,4.986264202718344,5.5020846374823105,5.444771255841869,4.470443767954377,4.384473695493716,4.4417870771341565,6.218501907987819,6.1038751447069375,5.7241739913390175,6.4835762980748575,6.591038888650682,6.777307378982115,6.619695579470903,7.508052994897734,7.13551601423487,8.516583629893232,11.14061209964412,12.47564412811387,13.350320284697498,15.652099644128105,20.531871886120985,28.5880996441281,34.98704626334518,54.64424199288253,62.05597153024909,78.35256939501775,94.37295373665476,124.5262633451957,235.93238434163692,250.43359430604974,163.3112455516014,176.89174377224194,1988,178.9633451957295
Guatemala,,...,...,...,...,...,...,10.654777070063695,11.434394904458603,12.214012738853505,12.08407643312102,13.123566878980892,12.08407643312102,12.08407643312102,11.954140127388536,14.812738853503188,12.993630573248408,18.580891719745225,19.10063694267516,21.179617834394904,20.4,17.6,32.3,22.2,24,23.4,28.4,44.9,55.5,75.2,71.7,90.2,103.76,162.64,176.59,184.25,207.48,224.42,140.85333333333335,124.028,1988,146.58838439749886
Haiti,§40,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1988,1.9308
Honduras,41,...,...,2.30625,2.28125,2.60375,2.54875,3.0225,3.22625,4.903749999999999,5.45,4.98,3.92,3.83,3.83,3.82,5.85,6.25,6.5,6.8,7.05,7.2,9.9,11.4,15.449922750386248,15.95,16.9,21.4,23.7,31.8,43.1,49.55,57,60.5,67,70,81,94,105.5,122.5,1988,132
Jamaica,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,27.44502744502745,30.580030580030584,...,...,...,44.92202849412267,53.60891872775651,50.1625073749366,25.15344425281526,18.714379263694195,23.52208812613754,25.32501499087789,1988,30.932577821100292
Mexico,,34.797687861271676,41.04046242774566,46.820809248554916,49.479768786127174,55.26011560693642,50.56,55.52,59.44,67.84,70.72,71.04,84,86.4,99.2,112,120,119.2,130.4,133.6,148.8,180,176.8,191.2,242.4,300.8,407.2,504.8,531.5769684554447,437.69298583699924,518.2871925963992,679.66358844835,810.4222038255414,1284.9485612655315,858.1301627433215,778.5567971755459,1155.9453726434208,1241.8636519355944,817.2966116517074,813.3915743952169,1988,981.9146455736854
Nicaragua,42,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6.891062970727541,6.988120195667365,8.346921344824908,8.443978569764733,10.967466418200171,10.433752948141823,14.99534125320289,18.537929963506482,25.234878484354372,35.231772653156305,44.54926624737946,32.27819500333542,47.159888987657006,71.92731270059916,...,...,...,...,...,...,1988,...
Panama,43,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,103.8,1988,102.9
Trinidad and Tobago,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5.0875,5.2625,6.2,8.620776958600016,9.12152315123251,8.94488623023448,8.58403588492278,10.703751497833903,12.613977395424072,15.364583333333334,18.3125,27.21875,36.927083333333336,35.16666666666667,...,...,...,...,...,...,1988,...
North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,
Canada,,...,426.3085399449036,986.4672364672365,1747.9570990806947,1979.908443540183,1871.2744090441934,1832.6572008113592,1901.168699186992,1922.876362309016,1815.6145426371922,1737.535670830566,1702.4427114106973,1677.8208810842293,1671.3137531929226,1610.0917005869208,1657.457282984582,1574.7045399729122,1614.422827015186,1775.5003661781202,1797.2658171457213,1770.108751172488,1889.1579179068053,2077.6597114251476,2233.737030687935,2363.06095512359,2809.4655292817315,3180.9154901883676,3581.805735148703,3752.174526305891,3969.158477035426,4084.145737651739,4744.402251073365,5141.128191440558,6017.321456072236,6947.10407166388,7349.79576393554,7460.5633183935315,7780.136739834473,8694.447167776529,1988,9897.335684279806
United States of America,44,14088.155590698121,14926.997114427759,34491.619319624464,49660.670207068746,51516.763578604834,44640.14108743315,42120.48651055868,43311.97534152789,46072.64035619034,47050.24546531308,47819.18352873191,47346.55267021261,49879.77060505782,54650.94260507726,54561.21577542459,53432.32705816654,54561.791263226645,66442.75152731784,78398.44224052387,84329.0312182481,84990.16543077372,83407.99300488817,78237.97989308003,80708.07096649353,81469.79440758868,89278.92033982002,92080.92875364717,94715.2510797143,104665.21897162787,113382.06374909346,126879.92711675582,143688.35487267602,176558.87527082098,221673.54258401977,223427.16500573026,245149.168288537,272163.2293130574,295546.2238035986,304086.64868290786,1988,309661.2693009537
South America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,
Argentina,5,0,0,0,0,0,0,0,0,0,0,0,0,0,305.1624072036684,242.21977118882327,245.74049803407604,252.4076028944311,279.22543628974427,251.9307190522606,337.1428571428571,442.85714285714283,445.7138938778955,519.7194841728831,766,1293.9999999999998,1626,798.3595352016404,2050.2489588021404,2058.223941633774,3103.989946591266,5057.062803252921,6477.389013477325,5882.767126461322,2279.8726974635933,2848.053181386515,2527.7498148534128,2027.2212612307226,2449.545720611814,2485.65965583174,1988,2696.3416584786232
Bolivia,10,...,...,...,...,9.079366645578663,...,25.033860635497234,1.2644347685309179,2.9088700776937375,...,...,...,4.9354179640530935,5.195618571001471,6.404292358116515,...,...,...,...,11.583123793185832,12.254609230471969,16.787135932153383,15.863843455884947,20.700640942165883,21.129139966658784,39.76663606932478,58.30446641743107,66.77605555500654,73.25432960138775,97.67243946851701,119.73709606810081,159.00813494234714,238.71553762444444,123.72684353998399,89.97348259867519,144.68078574905195,131.2080002136628,92.86920722190578,103.36238715273183,1988,92.91695166749375
