Country,Unnamed: 1,Notes,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,year,value
Burkina Faso,,†,...,...,...,...,...,...,...,...,...,...,...,6.3057618331618945,6.891846578865106,20.200191792215836,20.61523296717402,20.538987765515305,13.551768744725104,14.778205779164367,14.627005729161251,15.024070588774691,15.39356991047691,16.730576663844754,16.9451890312335,18.199883190070402,18.37859584644861,18.82586394544193,40.66581148126425,53.5245171100743,49.64719060654517,59.52963015424496,48.28831643306775,47.18618398216182,54.11848678273933,56.594838265157215,54.13059481167464,54.45635835022947,52.641616950235274,78.66990791586502,69.51307202935384,1988,74.51508198547805
Burundi,,‡,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,15.800572239243,16.661374391549334,17.50149000089316,17.994158608161086,22.28075337828353,...,16.932937496596296,22.33565265902514,31.705352394853005,34.969860481095694,33.56892281644247,40.20358282221146,54.95988236333189,54.14273276013852,46.55968904730106,62.81586174070613,60.5046101047255,69.85944286539379,62.53295468293672,61.36742255779945,64.1462332402423,64.10301086085033,57.61500051071741,1988,69.71516092142055
Cameroon,,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,166.85244400878662,168.93107217658297,165.61454436917688,168.62706749422233,170.01025941740573,180.0594260778377,189.2609223534603,193.09508223247457,204.20910533497317,223.39526441956468,228.9259467683183,320.1635210781651,374.1772906837586,367.18226705341317,370.3144885094694,320.40785097775,286.8097755034544,246.79855246196507,1988,227.63055417843282
Cape Verde,,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11.851702654504072,11.173373874886037,11.568095493894104,11.233255208515834,1988,10.973413557315899
Central African Republic,,14,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1988,...
Chad,,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,92.76999686737838,90.00492083410364,83.14788219965976,95.07182159231508,61.625266395336645,1988,120.2021043198653
"Congo, DR",,§15,...,...,...,...,...,...,...,...,...,...,...,...,...,...,70.32798630953236,96.79986848670603,157.62382494306382,135.19949930808406,121.64788382744553,125.96044331187089,170.28047475851517,222.76758044440174,209.36745666857908,166.96925165911466,157.25906670577046,224.46015751992874,160.10785749772936,97.63456273851763,83.51431096932019,72.94154697142999,66.62444736051845,58.65685558182738,31.93978313539515,62.931278113354885,42.855368891970805,53.39806411062383,45.003196063102024,62.23846773352046,27.5554973661042,1988,203.60005884568767
"Congo, Republic",,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,61.85776647622958,62.205624085594664,48.1274845292137,62.69496290110129,79.39513981260903,83.98430467950138,89.2748124811065,...,73.90874421746294,89.27646387239736,90.5027131839195,127.8011237065744,170.300281293802,...,144.3107000345171,161.39782651708344,...,186.4080319226485,1988,...
Cote d'Ivoire,,18,...,...,...,...,...,...,...,...,...,...,...,...,...,75.64794456123411,68.94002298435808,95.07706000469662,106.85018039254068,105.72987558561347,114.7441914058691,114.03218152588146,121.01622399823954,130.48003159744013,176.53215662765933,213.3161087133205,153.59852101161403,202.45318864340607,180.45197923787032,205.24663626825213,162.41290206956512,222.15266677260107,213.1349064086284,212.83075636888887,195.37590578131875,206.30265600728416,199.8053777537724,202.15916985857822,202.3052642657128,197.3465003752162,203.63354852025785,1988,196.91179754617266
Djibouti,,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6.492897183655425,18.7886852772683,103.30143701919464,105.72134072428784,103.28574175321597,101.00816441747799,95.15869065882517,91.29008033515406,1988,82.17929035376481
Equatorial Guinea,,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1988,...
Eritrea,,§‖19,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1988,...
Ethiopia,,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,358.73350387081706,368.0951706932588,311.15144352369913,290.94233369045435,284.8660095597587,259.584405004551,269.4132704562488,300.54893295287746,297.14404791073304,416.57407754827403,654.0954705308692,520.9602142349354,471.0049951600827,543.748386146364,726.6179143418187,904.3228886614423,870.1973278743925,867.4445241460212,920.776765969784,879.6789768034016,750.0455431531296,850.5156279731203,945.9443738760929,1988,1139.610126963824
Gabon,,§20,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,14.82125335004214,14.483012543266032,21.496040176982603,23.47096165058727,26.68758511224252,28.649795358989273,33.679177204299855,36.147191278120346,40.216604434658414,44.562558064727774,57.86813088836514,...,82.3959608935323,87.89277194487728,133.82605796100341,139.0607797097451,142.4910619421535,143.172885315847,163.00044744984945,168.375578759723,...,1988,...
"Gambia, The",,‡§21,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0.9076084418045919,1.175017644375853,1.585337935343871,1.5152555764825666,1.666535255468925,1988,2.196491073148612
Ghana,,‖22,...,...,...,...,...,...,...,...,...,46.15581742611121,52.57802763715697,92.60945859307546,115.18584296068667,107.34419082667047,114.37223649323857,109.06205432618101,92.14792104016423,108.28723660874584,...,146.39603680654852,151.06839155847527,140.3198995193919,113.89128967767702,97.88097890051951,98.77503207266214,128.91670884744124,122.07122927735757,88.26697022404937,55.79500330209113,41.162667662767525,27.21209667395486,32.955405850854724,24.68059177001313,...,10.57783601995843,19.359449853208563,37.529147062110496,40.42532753543336,41.80974006120032,1988,22.00139242584513
Guinea,,23,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,72.77491786257603,51.83665427813549,42.40597337498354,...,...,...,...,...,1988,...
Guinea-Bissau,,‖24,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,13.166595381932702,21.572238815405402,11.635504047916344,5.99858110050949,7.987486075306885,6.330413203429261,1988,...
Kenya,,†,...,...,...,...,...,...,...,...,...,...,...,43.955714849362145,14.841631517190477,10.794706472097152,29.7030479163011,93.89252858294122,152.59200955400107,191.54852850638855,230.65123813086066,235.241297984345,226.77599971368193,239.8705591653069,299.7509397734759,381.4756408230684,430.5942301558345,465.4538550491149,465.16771275987685,667.420822423281,1119.2551586803706,1448.6934980847268,1576.8428432325932,1283.3774404534986,1244.6398455398548,1258.3735213204982,1178.842675947375,970.6068054406653,815.6528959956333,976.6389723888834,1256.4748783797445,1988,1212.5950245738916
Lesotho,,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2.610995292359766,2.7148565406009073,3.4536061226408012,3.857932857314792,6.6505588597652725,7.097445242663209,9.457272814612809,7.764446352394371,8.089489653688762,9.363838284695705,10.196339941985242,11.013277102833122,1988,10.330087950896258
Liberia,,25,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1988,...
Madagascar,,‖26,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,44.72045812959265,48.61724529940153,49.88380683870723,52.83788820390854,56.36329200191509,56.982219480084524,55.223963679145555,54.96724092354123,59.84367313099034,62.91260108559502,70.78301761994135,67.94434003670935,78.97085122315434,104.77119262581621,107.22927714551373,139.0862135115967,128.99904855257034,121.58585354692981,...,...,95.08400526346831,91.28693560053179,80.91167712206592,80.64880893967675,1988,75.09131997589695
Malawi,,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8.838963182648877,8.768358899655064,8.699871755245727,9.161526772800588,9.812836422614694,16.4847261764636,16.19777709485194,24.461105415538842,22.714907246169602,29.487082328238433,45.48876231636762,64.24772351393068,62.2875274919755,44.50673866710847,33.473331669415764,27.031510575192936,22.976503321988705,26.590687768656984,31.52569746207364,26.149240704354384,1988,21.099740343671794
Mali,,¶,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,29.50424418414566,26.947835109366746,27.477179254573777,28.576266424756724,32.42307152039706,36.98653287027949,28.774168525490573,35.15348098648148,34.568368599564984,35.432476867326564,49.02750113743378,57.72810852535712,56.84422430281934,46.58831931571561,53.53358102729928,46.02279211223615,43.35070080270423,47.08212460615546,44.8048345785995,44.03943809182309,48.740386378411515,47.95049916797383,57.67077626304414,1988,56.914009118535944
Mauritania,,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,68.616978251581,63.728109256389864,60.26780751047441,1988,59.57492349199495
Mauritius,,†,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1.7981666777909397,1.8382462155274375,1.8120195534095402,1.773611664536031,1.7409075355455939,1.6219755303753074,1.9697426036828194,2.3858906712158046,2.6885886980866682,2.845280816746306,3.0268271444036183,3.014068957614085,3.823596198163067,4.547855830488564,4.44977854571738,4.710034470547408,5.962623235102019,11.416566508493618,11.169619232388815,6.469563688083316,6.844392144917108,6.716706301082547,6.3471961092570295,6.6729880054991035,8.000299105535012,1988,9.824003208825014
Mozambique,,‖27,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,130.05279471443035,145.8201187901239,137.76305331147745,128.90069076141165,123.24308277236757,103.69417998778515,79.7115976616092,106.26561666068373,1988,97.57613453219827
Namibia,,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1988,...
Niger,,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,15.284028168992727,15.397032977437613,17.284876867849235,19.351059828488182,20.123132239920743,17.659364413150183,15.16551413434433,15.013986358896226,17.259653212484565,15.717670986576726,16.687073866077817,17.60694429727258,15.527086155593995,1988,...
Nigeria,,§28,...,...,...,...,...,...,...,...,...,...,...,208.8755522123982,237.72500321188505,308.5645703300094,373.4080331712439,442.00435002775384,515.407030030907,397.0486964813238,1776.0859328848446,2744.553042996676,4621.018211115307,3930.905628694482,3264.101886840811,4118.067012802476,4408.822789606416,4964.565274607918,8111.944737549243,5801.050561186263,6154.531474500171,4799.318576678848,4149.900957284103,3370.565382540922,2221.3845707921014,1739.5599381430031,1496.10361117123,999.7809545369297,978.2111824114074,860.0627216403676,690.2369716403895,1988,678.3576175290215
Rwanda,,29,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,57.297134362579676,40.261070798525594,36.72378052512312,39.80684869263646,54.02634375756828,39.8659671367182,45.54207127656128,50.572184923712776,58.593595767907196,54.59324496230976,52.60334410557966,47.30883888565511,50.26198152039882,56.301519206244414,50.74077952867148,1988,48.10478860580159
Senegal,,§30,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,156.26121085023036,145.935023447405,159.47350466934884,138.2486175397484,138.80856003806963,131.33716505424712,119.18821373209258,113.83818301598751,120.4164774534839,1988,128.15334042140307
Seychelles,,†,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,16.501406380308044,19.20093568598429,19.677551656835917,1988,19.931719264973466
Sierra Leone,,31,...,...,...,...,...,...,...,...,...,...,11.531796259442556,9.8782572918893,9.341975928163974,9.694944391338595,10.432663473076518,10.166541127142397,10.365462383352774,10.072142515505163,11.049536370784747,11.632067619014759,13.890454387749285,15.626462249360122,15.04128340428782,15.336379071680517,17.532318280031863,21.65268455269717,18.504142496091447,17.908472850090842,19.951301191357476,18.86091657846019,20.866563819209084,27.565786476417735,24.473179389702597,18.449233966237426,12.067247819801993,9.353311944322616,6.801776818745941,13.673118228698012,6.584629331377821,1988,9.203661704042933
Somalia,,32,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1988,...
South Africa,,,...,...,255.9625716039537,270.51284449959405,230.72633211221975,216.74161040657938,224.25700366425102,252.16495954654076,363.66102046568835,273.2590446462056,256.71986848448813,292.9031888217614,466.16686422427466,753.6863842629479,754.9201027556674,1058.0259595411178,1083.4741984237448,1173.5402798860903,1303.3817141469444,1369.1120245393522,1412.1031512805566,1332.482478561816,1467.3902590402013,1501.3021830717928,1891.1169896549616,2428.2746564729746,3050.480502199597,3785.1106834902266,4210.272060948553,3777.9021099073784,3374.0115309720786,3382.1084752743677,3741.691965082753,3680.0241449165396,3739.483470514229,4029.0820190867485,4000.5485869082136,4078.0148357708254,4503.242126318446,1988,5285.766804057997
South Sudan,,33,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1988,...
Sudan,,§‖34,...,...,194.64209110217294,218.90129251222595,250.2003471464463,352.24309823739145,320.20721017441866,412.8292418443325,596.1382772540243,563.4878309785786,653.4239057749037,734.1389495277116,741.4690216245867,883.5846384907776,956.2228779267001,1368.557218161424,1888.775885817917,1657.372692447912,1550.8909663415552,1903.8290849091204,2548.6415109035506,3048.3038075163663,3056.9651270520735,2642.8650222613865,2402.1247537830322,1875.0608085326364,1621.7529595983415,2392.5589908799407,2469.3367213079396,1823.8517049881414,2157.389792965414,2487.9095069121577,2095.0798841026667,2290.625533554996,3273.5692647984883,3751.66263649464,2663.9023280292045,2269.6701152348564,2580.0534263680884,1988,2817.1654748242167
Eswatini,,‡35,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,14.036776686956117,19.819846025883777,20.313298530921518,20.42466338667538,18.043699473312437,18.04733696878266,17.588578513676218,16.02008833309355,14.608915555387146,14.583162738576632,13.035099641441924,1988,12.626167197521081
Tanzania,,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,77.899058275131,74.80311896922547,79.48815472008101,112.93336169980078,155.2943132391183,182.0089227337335,235.15693147222026,307.87357332943003,290.56900589312755,305.5407024970178,378.0185480257293,729.5868175077819,612.7765962855376,290.47646456171674,332.92693950493833,320.6069934668119,274.978704088522,243.94707530257114,246.91343787759476,262.9204029050277,246.4840376235261,1988,224.25262349049584
Togo,,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6.758451257315781,19.946881040105517,19.58527710950132,16.6681846382231,18.361651880611774,19.505455331976204,20.18429359279869,21.828128498800236,23.402464610247037,24.36394901721181,27.88168374028248,31.43703583491725,32.55703549456323,41.63769157244445,51.84756810155624,51.06159836184192,44.2978552317734,43.11928258716549,42.13784076913628,37.74429353745996,35.39889708529708,40.26303006683479,50.72503743715079,59.69142349514128,74.8939734718797,1988,73.78273036863712
Uganda,,,...,...,...,...,...,...,...,...,...,...,...,...,2.2271698029687577,13.453073568867785,48.746584064921656,88.98457131880473,155.07548632534983,208.17240473373766,237.5722886445478,291.01235578332614,298.6084632712653,316.5030923615531,541.17066671673,687.0679814120266,541.8079291280407,407.2122546254085,380.5924990966355,337.59429749901324,233.59807818785052,184.37051954487845,140.75352341100745,191.09298835523782,168.36986106039708,127.96497622617775,89.7093384533979,144.72327109397696,187.80148793208593,200.92307637698272,194.72197981872236,1988,194.57194688413406
Zambia,,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,285.1477354066224,229.82421432152069,423.9114873455239,382.57483702706304,1988,285.1725095355916
Zimbabwe,,§‖36,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,504.4992084388596,420.6745450891841,469.4511305190235,506.1105120611994,430.76475042394645,439.851721331593,439.7380412406402,447.3158121866393,1988,468.7344884356494
Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,
Central America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,
Belize,,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2.4620938605576375,3.6203992546815593,4.706466896403322,5.23088659638103,6.067810373737945,6.503184126893625,7.063465906341723,6.662809264660476,...,...,1988,...
Costa Rica,,37,...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,0
Cuba,,§38,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1988,...
Dominican Republic,,,...,...,...,...,...,...,...,...,...,253.47217479871713,...,253.98720489449792,250.49349095728672,240.22658281259874,227.0670014667129,242.33838445551388,233.64363251522414,215.6403692979326,204.98644483512393,213.49869287192107,201.83705034720256,196.05527719044377,192.96960244722678,191.69576355181243,177.1196666615254,214.69431074386517,214.52195084282621,230.1766654613765,231.53001362957954,266.42872643093244,284.3201797925857,213.08089548637244,235.93820706856326,220.93284545568295,209.16002090773387,192.04083263554332,180.6169235093415,211.07346458117175,177.40703595315227,1988,156.29402015226665
El Salvador,,39,...,...,...,...,93.00853613574311,...,...,94.60177561749047,109.31800623458307,102.3596542921838,84.6523070368252,83.05341263413968,86.45968699847268,120.92406088422177,116.85960959888482,107.69642208988607,121.43571981967766,124.92799065100266,126.59796952421917,120.59705560135933,137.04611099098284,126.68152758958975,150.52217178169056,193.9252986335412,204.1265520229421,186.85762906725532,183.95837627204224,225.4486008532712,280.73149846744445,303.3045990050244,415.33471335494306,401.86981806053257,442.001676628707,476.48894061821915,554.8577073221295,942.7690861747622,818.0562574282145,808.679666489063,701.5023107655898,1988,592.6104550999729
Guatemala,,,...,...,...,...,...,...,134.3770234814804,142.8491725255096,154.23020772345254,150.9656027826408,164.69864924265204,153.4807219093695,154.33474868659033,149.6046005862568,185.09937021981028,162.68266148703376,234.51216686227815,239.43364061568585,264.21174703833935,249.67662979062132,210.98258337569015,378.33157021349274,261.21470513024184,280.9062560159147,240.67928111600915,250.74627603338928,350.32606878817194,391.08676727558446,471.7622049237342,415.37835296875954,469.31672468019696,487.1454038640046,685.2388743030101,741.7298575991481,740.3038606779082,806.1784262078885,734.7074508914505,631.4195800066188,659.9948740544381,1988,737.469596473255
Haiti,,§40,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1988,8.43180540478852
Honduras,,41,...,...,24.973920177710735,25.272285003019494,28.17199598987606,26.015965446093553,28.707622241198738,31.614167268467025,49.127262219013325,53.13409731740216,48.04681605438433,38.492115881466376,37.02960740519742,36.62959073888036,35.44182048747983,51.9527040910164,53.79106108125354,54.96208398914892,56.320639317276985,57.32429586201901,57.81655560780234,77.27158088620772,87.04424214151508,113.85513330433075,111.73697119034733,104.91154347434114,122.57893951790784,129.4322432187555,160.16076174805775,205.2734060829188,210.4527989068233,205.05802027874307,198.9380007559778,202.15315508949766,195.10302808005213,215.5739560500638,242.03341458035746,260.31282081258644,294.92402725775236,1988,304.1361433981162
Jamaica,,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,90.87364423206543,91.06339450755917,...,...,...,104.88723626314882,117.4805462192291,106.85712574295047,85.54391418316101,71.39740818686964,76.83026892461608,77.68472177517039,1988,87.67129682250011
Mexico,,,502.112272339075,558.6104514020655,566.0890134079867,523.5558963824127,593.7911187116222,748.7518927520235,708.922066470869,723.8842794692151,786.0795572651544,730.7967080050562,715.5469880605375,806.3527711971594,816.2596360575109,926.0845143301767,1039.4039658673544,1088.205853758735,1043.7102424244445,1095.5902428687534,1089.60275853195,1185.8916991863105,1387.8186448288561,1295.621002226058,1331.0901921278144,1607.1749605202995,1779.9858363889123,1947.1583228504232,2096.242879108432,2352.6521140303003,2197.3656932795852,2234.26420163321,2483.499485607132,2358.414497047591,3122.1379647630433,3018.5385695062587,2890.1990254080756,3622.5748810923624,3776.0813523900742,3178.054977655062,3073.503854072032,1988,2857.461537372822
Nicaragua,,42,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0.08977771921707466,0.0678584166951704,0.08655869402094908,0.09806567638590509,0.13058262456111364,0.1656164111448602,0.1981357850404727,0.1318681695381431,0.15018061652845366,0.18432239697664882,...,...,...,...,...,...,1988,...
Panama,,43,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,194.77554051039,1988,192.39568076513063
Trinidad and Tobago,,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,82.91972330020994,83.7329658045588,96.22121699652776,127.60440798821125,120.17449661864377,104.67180081684731,86.26808377511551,97.17842071570392,116.14169993844318,124.73881385190245,134.84150533371658,174.70158553883596,201.76516690186128,168.06005984655673,...,...,...,...,...,...,1988,...
North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,
Canada,,,...,4324.401073798925,8763.156488298619,14084.446957235219,16161.949337375461,15035.691699167715,14889.023201980894,15195.072838955994,14511.377086190845,13516.428773958944,12645.911386619759,12366.101992172236,12621.975178701474,13109.74224337103,12523.096990784017,12665.677573349516,11737.388038836798,11592.813984650475,12325.529908829298,11973.1107199776,11276.18370430181,11298.143543439968,11676.65693368864,11746.07726779797,11665.55676234943,12234.341644679787,13000.250734765079,13199.556059579892,13809.618634679877,14386.70281646653,13928.82329130352,14657.609229971882,14481.817824521864,15741.594773574936,17156.79124823591,18280.83102052955,18821.580284626372,19172.822155788,19591.52665352646,1988,19899.03176003128
United States of America,,44,175907.12108605515,189048.97213799128,404493.1391004303,569793.1430261149,586649.3778699154,506170.9154163517,479135.8750236924,485404.8729192495,499255.40554295183,496293.61617421417,499769.7275563681,487469.3429372517,508088.2798627587,550543.8186170106,543046.5018177702,524941.3260147026,527240.4231347548,623402.8659319922,715710.0345820357,738695.6029239362,706246.2341864685,654512.9121822657,588882.5722110474,588035.6188114187,558825.1393450523,551528.0720323488,521239.18438983656,507060.2587905362,526196.5568496416,529525.2393733411,532564.3407619306,531335.3504273943,591834.5706764172,699941.1117817617,683519.9676655144,718935.0364459102,770711.5522077492,821654.8588391185,814913.2154429356,1988,797865.9860954144
South America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,
Argentina,,5,5415.570376089232,4292.810256284173,2909.855406556211,2963.4746562296173,3864.142032508137,3681.781227366092,3717.696174731242,3479.932831420037,6176.17715478548,3325.8417502074653,1871.8323765643956,2803.4071651527593,3413.3180046612774,3306.3514263573916,3370.860813434571,2832.4409446587206,2731.8616327734803,2825.7557861971427,3145.834176332536,3802.7245237615653,4643.377014748637,4457.179728381206,4600.117218362437,4731.7322197890835,4957.097271271996,5044.692559159788,6404.023190520437,11571.2822243784,12256.01139425591,13095.996159747117,13607.144911309177,12110.271256779472,12890.326910252566,11108.903310451316,12701.728147775922,9965.899259450556,9207.925299428774,9171.464194114305,9148.03246249842,1988,9144.354634104995
